name;description;website;image_url;source_page;market;type;Location;Greater Stockholm Y/N
CuraStream AI;CuraStream autogenererar kliniska journalanteckningar, utlåtanden, remisser och intyg med AI-driven dokumentation för svensk sjukvård. Företaget skapades av kliniker för kliniker som svar på att 67% av Sveriges vårdpersonal rapporterar stress eller utmattningssymptom, samtidigt som 40% av arbetstiden läggs på administration. CuraStream sparar timmar varje vecka och ger vårdgivare mer tid för patientnära arbete. Lösningen erbjuder fullständig dokumentation med ett klick, formaterad för integrering i befintliga journalsystem, och ökar patientsäkerheten genom att säkerställa att viktiga detaljer inte missas. Systemet har skräddarsydda funktioner för både somatisk och psykiatrisk vård samt olika specialiteter från primärvård till psykologi. CuraStream utvecklas kontinuerligt i nära samarbete med vårdgivare och prioriterar säkerhet genom lokal datalagring, GDPR-kompatibilitet, BankID/SITHS-autentisering och avancerad kryptering.;https://www.curastreamai.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472180/recpztuR5cAVd6YHO.webp;https://www.ai-startups-europe.eu/p4?country%5B%5D=4000642;B2B, B2C, health;artificial intelligence;Stockholm, Sweden;Yes
DBT Solutions AB;DBT Solutions erbjuder DBtune, en databastjänst som automatiskt optimerar databasprestanda. Företaget levererar AI-driven databastuning som en tjänst (SaaS) som kontinuerligt övervakar och justerar databaskonfigurationer för optimal prestanda. Lösningen eliminerar behovet av manuell finjustering och hjälper organisationer att maximera databaseffektivitet, minska svarstider och optimera resursutnyttjande utan att behöva djup teknisk expertis inom databasadministration.;https://www.dbtune.ai/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472319/recvPaG0Qb4UCcD79.webp;https://www.ai-startups-europe.eu/p4?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Stockholm, Sweden;Yes
Depict.ai;Depict.ai tillhandahåller AI-drivna merchandising- och söklösningar specifikt designade för e-handelsvarumärken på plattformar som Shopify och Centra. Deras no-code-plattform med 1-klicks installation möjliggör att återförsäljare skapar scroll-stopping discovery-upplevelser genom intelligenta supergrids. Lösningen kombinerar tre kärnfunktioner: Curate (drag-and-drop för att handplocka produkter och skapa visuellt tilltalande rutnät), Automate (regelbaserad sortering som automatiskt pushar bästsäljare upp och slutsålda produkter ner), och Visualize (live-förhandsvisning på mobil/desktop med realtidsdata om produkt, lager och försäljning). Depict demokratiserar avancerade rekommendations- och merchandising-funktioner så att mindre e-handelsaktörer kan konkurrera med jättar som Amazon genom att visa upp sitt unika varumärke samtidigt som produktupptäckt och konvertering optimeras.;https://depict.ai/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472057/reckeceVt6OjFX9CA.webp;https://www.ai-startups-europe.eu/p5?country%5B%5D=4000642;B2B, ecommerce;artificial intelligence, saas;Stockholm, Sweden;Yes
Ensolution Software;Ensolution Software levererar IT-lösningar, design och programmering med fokus på AI-integration. Företaget hjälper organisationer att implementera artificiell intelligens i sina produkter och processer genom skräddarsydd mjukvaruutveckling. Ensolution kombinerar teknisk expertis inom AI/ML med användarcentrerad design för att skapa intuetiva och kraftfulla lösningar. Tjänsterna spänner från koncept och prototyp till fullskalig produktion och underhåll. Genom att göra AI-adoption praktisk och tillgänglig driver Ensolution digital transformation för företag i olika branscher.;https://ensolution.se/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471453/recLuTbYE8UZaD1Xg.webp;https://www.ai-startups-europe.eu/p6?country%5B%5D=4000642;B2B;artificial intelligence;Stockholm, Sweden;Yes
Einride;Einride was started in 2016 as a dream, one based on the conviction that the age of autonomy and electrification gives us the opportunity to create a more desirable version of the future, one that is aligned with human-centric values and the ecological necessities of our planet. With Autonomous Electric Transport (AET) and an intelligent Freight Mobility Platform, we can change road freight for good.;https://www.einride.tech/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471888/recdy2P5qjSSu2qhM.webp;https://www.ai-startups-europe.eu/p6?country%5B%5D=4000642;B2B;artificial intelligence;Stockholm, Sweden;Yes
Eivora AB;Eivora är en svensk data-plattform som tillhandahåller ägarskapsdata om alla onoterade svenska företag. Företagets tjänst samlar och strukturerar information om företagsägande, styrelsesammansättning och företagsrelationer från offentliga källor. Eivora används av investerare, due diligence-team och företagsanalytiker för att förstå ägarstrukturer och identifiera kopplingar mellan företag och personer. Genom deep tech och dataanalys möjliggör Eivora transparens och insikt i det svenska näringslivet. Plattformen är ett viktigt verktyg för riskbedömning, compliance och affärsintelligens.;https://www.eivora.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471247/recF6ToSMaqHmqNF7.webp;https://www.ai-startups-europe.eu/p6?country%5B%5D=4000642;B2B;deep tech;Stockholm, Sweden;Yes
Fill Technology AB;Fill Technology är en next-generation plattform för hantering av extended workforce, inklusive konsulter, kontraktörer och gig workers. Företagets deep tech-lösning automatiserar sourcing, onboarding, tidsrapportering och betalning av externa arbetsresurser. Plattformen använder AI för att matcha rätt talang med rätt uppdrag och optimera resursallokering över organisationen. Fill riktar sig till företag med stora konsultvolymer som vill minska administrativ börda och öka transparens. Genom att digitalisera hela livscykeln för extern arbetskraft driver Fill effektivare talent management.;https://askfill.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471872/recd7TnFvws4y48uM.webp;https://www.ai-startups-europe.eu/p7?country%5B%5D=4000642;B2B;deep tech;Stockholm, Sweden;Yes
Exparang AB;Exparang offers seamless and unbiased recruitment matches for executive board and other leading positions;https://exparang.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472418/reczC9qKCKYHA50Sm.webp;https://www.ai-startups-europe.eu/p7?country%5B%5D=4000642;B2B;deep tech;Stockholm, Sweden;Yes
Filestar;Filestar är en desktop-applikation som möjliggör konvertering och bearbetning av vilken filtyp som helst lokalt på användarens dator. Företagets lösning stödjer hundratals filformat och operationer utan att ladda upp filer till molnet, vilket säkerställer integritet och säkerhet. Filestar riktar sig till professionella användare som fotografer, designers och affärsanvändare som regelbundet behöver konvertera, komprimera eller bearbeta filer. Genom att kombinera kraftfull funktionalitet med enkelhet erbjuder Filestar ett alternativ till fragmenterade online-verktyg. Företaget driver produktivitet genom offline-first filhantering.;https://filestar.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471555/recPpkAL6P2ohvf5c.webp;https://www.ai-startups-europe.eu/p7?country%5B%5D=4000642;B2B;deep tech;Stockholm, Sweden;Yes
Find my factory;Find my factory är en global plattform för upptäckt och matchning av tillverkningsleverantörer. Företagets lösning hjälper företag att hitta och konnekta med rätt tillverkare för sina produktionsbehov genom en omfattande leverantörsdatabas. Plattformen använder AI för att matcha produktspecifikationer med lämpliga tillverkares kapacitet och expertis. Find my factory förenklar sourcing-processen och minskar tiden från idé till produktion genom att eliminera manuell leverantörssökning. Tjänsten riktar sig till startups, produktbolag och innovatörer som behöver tillverkningspartners.;https://findmyfactory.eu;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471914/recfMi3iJXWhSEVCx.webp;https://www.ai-startups-europe.eu/p7?country%5B%5D=4000642;B2B;deep tech;Stockholm, Sweden;Yes
FLOX;We develop tailored and easy to set-up AI-enabled autonomous drone solutions for Agriculture, Forestry, and Infrastructure to enable coexistence with wild animals, with focus on damage prevention,;https://floxrobotics.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471121/recA5F0rEk8bVnNHx.webp;https://www.ai-startups-europe.eu/p7?country%5B%5D=4000642;B2B;artificial intelligence;Stockholm, Sweden;Yes
Ferritico AB;Ferritico erbjuder en maskininlärningsbaserad SaaS-plattform specifikt designad för stålindustrin. Företagets lösning optimerar stålproduktionsprocesser genom prediktiv analys av kvalitet, energianvändning och produktionseffektivitet. Ferritico använder ML-modeller tränade på industridata för att reducera defekter, minska energiförbrukning och förbättra genomströmning. Plattformen riktar sig till stålproducenter som vill modernisera sin tillverkning med AI-driven processoptimering. Genom att digitalisera en traditionell industri bidrar Ferritico till mer hållbar och konkurrenskraftig stålproduktion.;https://www.ferritico.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471396/recJkUWzQOxHD1NyU.webp;https://www.ai-startups-europe.eu/p7?country%5B%5D=4000642;B2B;machine learning, saas;Stockholm, Sweden;Yes
Fieldstream.ai;Fieldstream.ai använder deep neural networks för att optimera marknadsföringsutgifter genom AI-driven attribution och budget allokering. Företagets plattform analyserar massiva mängder marknadsföringsdata för att identifiera vilka kanaler, kampanjer och kreativ som driver faktisk affärsnytta. Genom deep learning-modeller förutsäger Fieldstream framtida kampanjprestanda och rekommenderar optimal budgetfördelning i realtid. Lösningen riktar sig till e-handelsföretag och digital marketers som vill maximera ROI på sina marknadsföringsinvesteringar. Företaget driver datadriven marknadsföring genom att ersätta gissningar med AI-baserade insikter.;https://www.fieldstream.ai/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471523/recObNa9ajK2nWoFP.webp;https://www.ai-startups-europe.eu/p7?country%5B%5D=4000642;B2B;deep tech;Stockholm, Sweden;Yes
GetAccept;GetAccept är en komplett Sales Engagement-plattform som skapar den bästa digitala säljupplevelsen för remote selling. Företagets lösning kombinerar dokumentspårning, digital signering, videokommunikation och säljanalys i en integrerad miljö. GetAccept använder AI för att ge säljare realtidsinsikter om prospekters engagemang med förslag och dokument, vilket möjliggör perfekt timing för uppföljningar. Plattformen hjälper säljteam att öka closing rates, förkorta säljcykler och förbättra köparupplevelsen. Med över 4 000 kunder globalt driver GetAccept effektivare och mer mänsklig digital försäljning.;https://www.getaccept.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472247/rect3wj6KnPJQsdEo.webp;https://www.ai-startups-europe.eu/p7?country%5B%5D=4000642;B2B;deep tech;Stockholm, Sweden;Yes
Glana Sensors AB;Glana Sensors utvecklar kompakt hyperspektral imaging-teknologi för snabb materialanalys i industriella tillämpningar. Företagets sensorer kombinerar hög spektral upplösning med liten formfaktor, vilket möjliggör inline-kvalitetskontroll i produktionslinjer. Glana använder deep tech optik och AI för att identifiera materialkomposition, defekter och kontaminanter i realtid. Tekniken används inom livsmedel, läkemedel, återvinning och tillverkning för automatiserad inspektion. Företaget driver innovation inom industrial vision genom att göra avancerad spektroskopi tillgänglig och praktisk.;https://www.glana.se;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471289/recGGPkrrT1FmCbAG.webp;https://www.ai-startups-europe.eu/p8?country%5B%5D=4000642;B2B;deep tech;Stockholm, Sweden;Yes
